Product Description,Model Name,Brand Name
"S-S18GC INTERCHANGEABLE LENS, MOUNTED (ACCESSORY FOR DIGITALSTILL CAMERA) ""PANASONIC"" BRAND ",S-S18GC,Panasonic
"DC-G9GW-K DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKEDWITH EQUIPMENT BIS NO: R-41203602 ""PANASONIC"" BRAND ",DC-G9GW-K,Panasonic
G7G8 LENS-G UNIT (134WC) ,134WC,Nikon
"S-S50GC INTERCHANGEABLE LENS, MOUNTED (ACCESSORY FOR DIGITALSTILL CAMERA) ""PANASONIC"" BRAND ",S-S50GC,Panasonic
PROTECTOR LENS (1K684-476) ,1K684-476,Nikon
GP-KDE7E3SC CAMERA ASSY LANE WATCH (AUTOMOTIVE CAMERA TO USE AS PARKING ASSIST SYSTEM) (FOR OEM SUPPLY) ,GP-KDE7E3SC,Panasonic
"DC-G100VGW-K DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: R-41203602 ""PANASONIC"" BRAND ",DC-G100KGW-K,Panasonic
G8G10LENS-G UNIT (JMA10251-0034) ,JMA10251-0034,Nikon
"S-R24105GC INTERCHANGEABLE LENS, MOUNTED (ACCESSORY FOR DIGITAL STILL CAMERA) ""PANASONIC"" BRAND ",S-R24105GC,Panasonic
"AG-X2ED 4K VIDEO CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: 4-R-41216240 ""PANASONIC"" BRAND ",AG-X2ED,Panasonic
"HC-V385GW-K HIGH DEFINITION VIDEO CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: R-41206741 ""PANASONIC"" BRAN ",HC-V385GW-K,Panasonic
3RD LENS-G UNIT (12M21) ,G Unit 12M21,Nikon
4TH-VR LENS-G UNIT (120ER) ,120ER,Nikon
"DC-FZ10002GW DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: R-41203602 ""PANASONIC"" BRAND ",DC-FZ10002GW,Panasonic
"DC-G90MGW-K DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: R-41203602 ""PANASONIC"" BRAND ",DC-G90MGW-K,Panasonic
"DC-G9LGW-K DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKEDWITH EQUIPMENT BIS NO: R-41203602 ""PANASONIC"" BRAND ",DC-G9GW-K,Panasonic
1ST LENS-G UNIT (120H3) ,120H3,Nikon
"AG-X20ED 4K VIDEO CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: 4-R-41216240 ""PANASONIC"" BRAND ",AG-X20ED,Panasonic
"DC-GH6GW DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: R-41203602 ""PANASONIC"" BRAND ",DC-GH6GW,Panasonic
"AG-X2ED 4K VIDEO CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: 4-R-41216240 ""PANASONIC"" BRAND ",AG-X2ED,Panasonic
"S-E70200GC INTERCHANGEABLE LENS, MOUNTED (ACCESSORY FOR DIGITAL STILL CAMERA) ""PANASONIC"" BRAND ",S-E70200GC,Panasonic
"H-X09GC INTERCHANGEABLE LENS, MOUNTED (ACCESSORY FOR DIGITALSTILL CAMERA) ""PANASONIC"" BRAND ",H-X09GC,Panasonic
LENS UNIT (122VA-A0D00L) ,122VA-A0D00L,Nikon
"DMC-G85HAGWK DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: R-41203602 ""PANASONIC"" BRAND ",DMC-G85HAGWK,Panasonic
"S-S35GC INTERCHANGEABLE LENS, MOUNTED (ACCESSORY FOR DIGITALSTILL CAMERA) ""PANASONIC"" BRAND ",S-S35GC,Panasonic
"S-S85GC INTERCHANGEABLE LENS, MOUNTED (ACCESSORY FOR DIGITALSTILL CAMERA) ""PANASONIC"" BRAND ",S-S85GC,Panasonic
"AG-X2ED 4K VIDEO CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: 4-R-41216240 ""PANASONIC"" BRAND ",AG-X2ED,Panasonic
"DC-G90HGW-K DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: R-41203602 ""PANASONIC"" BRAND ",DC-G90HGW-K,Panasonic
"DMC-FZ2500GA DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: R-41203602 ""PANASONIC"" BRAND ",DMC-FZ2500GA,Panasonic
"DMC-G85MGW-K DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: R-41203602 ""PANASONIC"" BRAND ",DMC-G85MGW-K,Panasonic
"H-FS45150EKA INTERCHANGEABLE LENS, MOUNTED (ACCESSORY FOR DIGITAL STILL CAMERA) ""PANASONIC"" BRAND ",H-FS45150EKA,Panasonic
"DC-S5KGW-K DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKEDWITH EQUIPMENT BIS NO: R-41203602 ""PANASONIC"" BRAND ",DC-S5GW-K,Panasonic
"DC-S1HGW-K DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKEDWITH EQUIPMENT BIS NO: R-41203602 ""PANASONIC"" BRAND ",DC-S1HGW-K,Panasonic
"DC-S5GW-K DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKEDWITH EQUIPMENT BIS NO: R-41203602 ""PANASONIC"" BRAND ",DC-S5GW-K,Panasonic
3RD-4TH LENS-G UNIT (129F6) ,129F6,Nikon
"AG-X2ED 4K VIDEO CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: 4-R-41216240 ""PANASONIC"" BRAND ",AG-X2ED,Panasonic
"AG-X2ED 4K VIDEO CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: 4-R-41216240 ""PANASONIC"" BRAND ",AG-X2ED,Panasonic
"DC-G100KGW-K DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKED WITH EQUIPMENT BIS NO: R-41203602 ""PANASONIC"" BRAND ",DC-G100KGW-K,Panasonic
"CY1-2981-010 LENS ASS'Y, 1ST GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",CY1-2981-010,Canon
"YG2-2690-000 LENS ASS'Y, 1ST GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",YG2-2690-000,Canon
"CY3-2616-010 LENS ASS'Y, 2ND-A GROUP W/STM (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",CY3-2616-010,Canon
Coolpix Digital Camera ,COOLPIX,Nikon
"CY3-2362-000 LENS ASS'Y, 3RD GROUP (EMD) (PARTS FOR DIGITALSTILL IMAGE VIDEO CAMERA) ",CY3-2362-000,Canon
VX8031 INTERCHANGEABLE LENS FOR DIGITAL CAMERA (FOR TESTING& DEMO PURPOSE) (NOT FOR SALE) ,VX8031,Sony
"YG2-2200-001 LENS ASS'Y, 3RD GROUP (EMD) (PARTS FOR DIGITALSTILL IMAGE VIDEO CAMERA) ",YG2-2200-001,Canon
"YG2-2567-000 LENS ASS'Y, FIXED SLEEVE, IS (PARTS FOR DIGITALSTILL IMAGE VIDEO CAMERA) ",YG2-2567-000,Canon
LENS VCL 08WM (SAMPLE FOR TESTING PURPOSE ONLY) (F.O.C) ,VCL 08WM,Sony
"CY3-2599-010 LENS ASS'Y, 4-6TH GROUP W/NUSM (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",CY3-2599-010,Canon
"YG2-3272-010 LENS ASS'Y, EMD, 3&4&5 GROUP (PARTS FOR DIGITALSTILL IMAGE VIDEO CAMERA) ",YG2-3272-010,Canon
"CY3-2574-010 LENS ASS'Y, 4-6TH GROUP (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",CY3-2574-010,Canon
"YG2-2356-000 LENS ASS'Y, 1ST GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",YG2-2356-000,Canon
"YG2-2694-000 LENS ASS'Y, 5TH GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",YG2-2694-000,Canon
"CY1-2921-000 LENS ASS'Y, 1ST GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",CY1-2921-000,Canon
"YG2-3007-000 LENS ASS'Y, 4TH GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",YG2-3007-000,Canon
"YG2-2198-000 LENS ASS'Y, 1ST GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",YG2-2198-000,Canon
"YG2-2975-000 LENS ASS'Y, 3RD DIAPHRAGM (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",YG2-2975-000,Canon
"CY3-2344-000 LENS ASS'Y, 1ST-2ND GROUP (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",CY3-2344-000,Canon
"CY3-2495-010 LENS ASS'Y, WITH USM (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",CY3-2495-010,Canon
"YG2-2198-000 LENS ASS'Y, 1ST GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",YG2-2198-000,Canon
"YG2-2560-000 LENS ASS'Y, 1ST GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",YG2-2560-000,Canon
"CY3-2517-000 LENS ASS'Y, 1ST GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",CY3-2517-000,Canon
"CY3-2502-000 LENS ASS'Y, 1ST-A GROUP (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",CY3-2502-000,Canon
"CY3-2267-000 LENS ASS'Y, REAR (PARTS FOR DIGITAL STILL IMAGEVIDEO CAMERA) ",CY3-2267-000,Canon
"YG2-2975-000 LENS ASS'Y, 3RD DIAPHRAGM (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",YG2-2975-000,Canon
"YG2-2389-009 LENS ASS'Y, IS (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",YG2-2389-009,Canon
"CY3-2399-000 LENS ASS'Y, IS, 4TH GROUP (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",CY3-2399-000,Canon
"CY3-2502-000 LENS ASS'Y, 1ST-A GROUP (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",CY3-2502-000,Canon
"YG2-2340-000 LENS ASS'Y, 4TH GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",YG2-2340-000,Canon
"YG2-2502-010 LENS ASS'Y, IS/6TH (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",YG2-2502-010,Canon
"YG2-2339-000 LENS ASS'Y, 3RD GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",YG2-2339-000,Canon
"YG2-3581-000 LENS ASS'Y, 3RD GROUP W/IS (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",YG2-3581-000,Canon
"CY3-2356-001 LENS ASS'Y, 1ST GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",CY3-2356-001,Canon
"CY3-2494-000 LENS ASS'Y, 1ST GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",CY3-2494-000,Canon
"YG2-2193-000 LENS ASS'Y, IMAGE STABILIZER (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",YG2-2193-000,Canon
"CY3-2362-000 LENS ASS'Y, 3RD GROUP (EMD) (PARTS FOR DIGITALSTILL IMAGE VIDEO CAMERA) ",CY3-2362-000,Canon
Lumix Lens ,Lumix,Panasonic
EF-S 55-250 Camera Lens ,EF-S 55-250,Canon
"CY3-2072-000 LENS ASS'Y, REAR (PARTS FOR DIGITAL STILL IMAGEVIDEO CAMERA) ",CY3-2072-000,Canon
"YG2-3004-010 LENS ASS'Y, 1ST GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",YG2-3004-010,Canon
"CY3-2050-000 LENS ASS'Y, GROUP4-5 (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",CY3-2050-000,Canon
"CY3-2264-000 LENS ASS'Y, REAR (PARTS FOR DIGITAL STILL IMAGEVIDEO CAMERA) ",CY3-2264-000,Canon
"YG2-3140-010 LENS ASS'Y, IS, 6TH GROUP (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",YG2-3140-010,Canon
"CY3-2348-000 LENS ASS'Y, EMD, 3&4&5 GROUP (PARTS FOR DIGITALSTILL IMAGE VIDEO CAMERA) ",CY3-2348-000,Canon
"YG2-3581-000 LENS ASS'Y, 3RD GROUP W/IS (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",YG2-3581-000,Canon
"CY3-2616-010 LENS ASS'Y, 2ND-A GROUP W/STM (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",CY3-2616-010,Canon
"CY3-2571-000 LENS ASS'Y, 1ST GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",CY3-2571-000,Canon
"CY3-2264-000 LENS ASS'Y, REAR (PARTS FOR DIGITAL STILL IMAGEVIDEO CAMERA) ",CY3-2264-000,Canon
"CY3-2391-000 LENS ASS'Y, PRE-ADJUSTED (PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ",CY3-2391-000,Canon
"YG2-2459-009 LENS ASS'Y, 4TH GROUP (PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA) ",YG2-2459-009,Canon
"FFC MB TO PANEL 51PIN VBO(55),1-015-142-11,KD-55X75K (PARTSFOR LCD TV) ",VBO65,Sony
(FOC) DIGITAL CAMERA WITH LENS AND ACCESSORY (FOR BIS TESTING PURPOSE) ,N/A,Fujifilm
VQA100NA DIGITAL CAMERA COOLPIX P950(EP)BK IN(N1834) (ETA-SD-20191005630 DT 18-10-19)(DIGITAL STILL IMAGE VIDEO CAMERA) ,COOLPIX,Nikon
"CONTROL BLOCK ASSY,A-1976-001-A,FDR-AX100 (PARTS FOR VIDEO CAMERA RECORDER) ",A-1976-001-A FDR-AX100,Sony
SILICON LENS (PARTS NAME: L-KI-840) (ZUBAN: P037-0016315-00A) (45 PCS) (DIAGNOSTIC ULTRASOUND SYSTEM PARTS ) (NO COMMERC ,L-KI-840,Fujifilm
"LENS, LSV-1740A SERVICE,8-848-916-01,PXW-X180 (PARTS FOR VIDEO CAMERA RECORDER) ",PXW-X180,Sony
OPTICAL PICKUP 1-856-668-71 FOR MODEL NO : MHC-V13 (PARTS FOR AUDIO VISUAL AND IT PRODUCTS ,MHC-V13S,Sony
ET-DLE105 PROJECTOR ZOOM LENS WITH 1.0-1.3:1 THROW RATIO (WUXGA)(STPIB/IMPORT/08122022/0089/31275) ,ET-DLE105,Sigma
FLEXACAM C3 CAMERA (12730533) [ACCESSORIES FOR MICROSCOPE] ,FLEXACAM C3,Leica
"ZOOM LENS (RP),A-2068-825-G,PXW-X200 (PARTS FOR VIDEO CAMERARECORDER) ",PXW-X200,Sony
"OPTICAL UNIT (BE020),1-856-497-12,DSC-WX300 (PARTS FOR DIGITAL CAMERA) ",BE020,Sony
ICC50 W CAMERA MODULE (13613735) [ACCESSORIES FOR MICROSCOPE] ,ICC50 W,Leica
"1ST GROUP BLOCK ASSY S,A-2072-630-A,SEL2470GM (PARTS FOR DIGITAL CAMERA) ",SEL2470GM,Sony
"LSV-1810A-BK,8-848-924-01,DSC-HX90 (PARTS FOR DIGITAL CAMERA) ",LSV-1810A,Sony
"PRISM BLOCK ASSY(RP),A-1852-220-C,HXC-D70H (PARTS FOR HANDYCAM) ",A-1852-220-C HXC-D70H,Sony
5076C003AA XF 605 (EU)(BIS-R-41192481)(ETA-SD-20211007361) ,XF 605,Canon
2215C003AA EOS C200 BODY (EU) CAMCORDER WIFI #: RF400 (ETA-0085/2018/RLO(NR)(R-41192481) ,EOS C200,Canon
SIGMA LENSES AF 105MM F/1.4 DG HSM (A) F/SE (CAMERA LENSES) ,AF 105 mm,Sigma
SIGMA LENSES AF 16-28MM F/2.8 DG DN (C) F/SE (CAMERA LENSES) ,AF 16-28 mm,Sigma
SIGMA LENSES AF 60-600MM F/4.5-6.3 DG OS HSM (S) F/NIKON (CAMERA LENSES) ,AF 60-600 mm,Sigma
SIGMA LENSES AF 150-600MM F/5-6.3 DG DN OS (S) F/SE (CAMERALENSES) ,AF 150-600 mm,Sigma
SIGMA LENSES AF 24-70MM F/2.8 DG OS HSM (A) F/CANON (CAMERALENSES) ,AF 24-70 mm,Sigma
SIGMA LENSES AF 150-600MM F/5-6.3 DG OS HSM (C) F/NIKON (CAMERA LENSES) ,AF 150-600 mm,Sigma
SIGMA LENSES AF 16-28MM F/2.8 DG DN (C) F/SE (CAMERA LENSES) ,AF 16-28 mm,Sigma
SIGMA LENSES AF 150-600MM F/5-6.3 DG OS HSM (S) F/CANON (CAMERA LENSES) ,AF 150-600 mm,Sigma
SIGMA LENSES AF 105MM F/1.4 DG HSM (A) F/CANON (CAMERA LENSES) ,AF 105 mm,Sigma
SIGMA LENSES AF 35MM F/1.2 DG DN (A) F/SE (CAMERA LENSES) ,AF 35 mm,Sigma
SIGMA LENSES AF 24-70MM F/2.8 DG DN (A) F/SE (CAMERA LENSES) ,AF 24-70 mm,Sigma
SIGMA LENSES AF 150-600MM F/5-6.3 DG OS HSM (C) F/CANON (CAMERA LENSES) ,AF 150-600 mm,Sigma
SIGMA LENSES AF 150-600MM F/5-6.3 DG DN OS (S) F/L-MOUNT (CAMERA LENSES) ,AF 150-600 mm,Sigma
SIGMA LENSES AF 150-600MM F/5-6.3 DG OS HSM (C) F/CANON (CAMERA LENSES) ,AF 150-600 mm,Sigma
SIGMA LENSES AF 85mm F/1.4 DG HSM (A) F/NIKON (CAMERA LENSES) ,AF 85 mm,Sigma
SIGMA LENSES AF 24MM F/1.4 DG DN (A) F/SE (CAMERA LENSES) ,AF 24 mm F1.8,Sigma
SIGMA LENSES AF 100-400MM F/5-6.3 DG DN OS (C) F/SE (CAMERALENSES) ,AF 100-400 mm,Sigma
SIGMA LENSES AF 60-600MM F/4.5-6.3 DG OS HSM (S) F/CANON (CAMERA LENSES) ,AF 60-600 mm,Sigma
SIGMA LENSES AF 30MM F/1.4 DC DN (C) F/SE (CAMERA LENSES) ,AF 30 mm,Sigma
N5766550 CH-S200-XZ-EA HD 3CMOS AUTOCLAVABLE CAMERA HEAD (CAMERA FOR ENDOSCOPIC EQUIPMENT) ,CH-S200-XZ-EB,Olympus
EF-S 18-135mm Lens ,EF-S 18-135 mm,Canon
1518B009AE CANON BCTV ZOOM LENS KJ20X8.2B KRSD ,KJ20X8.2B KRSD,Canon
"BY9-4796-001000 OPTICAL GLASS,FLAT 1 ",BY9-4796-001000,Canon
"BY9-4864-003000 PIN HOLE CHART UNIT,GLASS(0.1),COLLIMATOR ",BY9-4864-003000,Canon
BY9-4622-001000 OPTICAL GLASS ,BY9-4622-001000,Canon
"BY9-4796-002000 OPTICAL GLASS,FLAT 2 ",BY9-4796-002000,Canon
WI-FI CAMERA,N/A,Panasonic
"BY9-4864-004000 BLOCK CHART UNIT,GLASSCOLLIMATOR ",BY9-4864-004000,Canon
"BY9-4864-007000 GREEN FILTER UNIT, COLLIMATOR OPTICAL ",BY9-4864-007000,Canon
"BY9-5531-000000 CHART,4K, GLASS ",BY9-5531-000000,Canon
"BY9-5534-000000 CHART,2/ 3INCH 4K D34MM, GLASS ",BY9-5534-000000,Canon
BY9-4622-002000 OPTICAL GLASS ,BY9-4622-002000,Canon
"BY9-4864-006000 CROSS CHART UNIT,GLASSCOLLIMATOR ",BY9-4864-006000,Canon
LENS- APO-SUMMICRON-SL 50 F/2 ASPH- 11185 ,LENS- APO-SU mmICRON-SL 50 F/2,Leica
LENS- NOCTIVID 10X42 BLACK- 40385 ,NOCTIVID,Leica
DIGITAL CAMERA- LEICA M11 SILVER CHROME-MODEL NO- 2416-ETA NO.ETA SD-20220301918 DT.22.04.2022 ( BIS R NO- 41213527) ,M11,Leica
"LSV-1810A-LS,8-848-924-11,DSC-WX500 (PARTS FOR DIGITAL CAMERA) ","LSV-1810A-LS,8-848-924-11,DSC-WX500",Sony
"FFC MB TO PANEL 51PIN VBO(55),1-015-142-11,KD-55X75K (PARTSFOR LCD TV) ",VBO65,Sony
LENS- APO-TELEVID 82 ANGLE VIEW- 40121 ,LENS- APO-TELEVID 82,Leica
DIGITAL CAMERA- Q2 BLACK M/NO-4889 (WPC NO-ETA-SD-20220604856 DT.08.6.22(BIS-R-41213527) ,Q2,Leica
"LENS- APO-SUMMICRON-M 50MMF/2 ASPH, BLACK -11141 ",APO-SU mmICRONM 50 mm,Leica
LENS- SUMMICRON-M 28F/5.6 SILVER CHROME- 11695 ,LENS-SU mmICON-M 28,Leica
LENS- SUMMICRON-M 35MM F/2 ASPH.BLACK- 11673 ,LENS-SU mmICON-M 35 mm,Leica
DIGITAL CAMERA-Q2 REPORTER M/NO-4889 (WPC NO-ETA-SD-20220604856 DT.08.6.22(BIS-R-41213527) ,Q2,Leica
LENS- APO-TELYT-M 135MM F/3.4 BLACK- 11889 ,APO-TELYT-M 135,Leica
LENS- SUMMILUX-M 28F/1.4 ASPH.BL.ANOD.FIN- 11668 ,LEICA SU mmILUX-M,Leica
S-R1428GC LENS PANASONIC ,S-R1428GC,Panasonic
DIGITAL CAMERA-Q2 MONOCHROME BLK M/NO-4889 (WPC NO-ETA-SD-20220604856 DT.08.6.22(BIS-R-41213527) ,Q2,Leica
LENS- TRI-ELMAR-M 16-18-21F/4 ASPH-11626 ,TRI-ELMAR-M,Leica
"P127Z10 1ST LENS UNIT (SPARE PARTS FOR INTERCHANGEABLE LENS)""PANASONIC"" BRAND ",P127Z10,Panasonic
S-R1428GC LENS PANASONIC ,S-R1428GC,Panasonic
GP-KDE7F4SC 2TG LANEWATCH CAMERA- LHD EXPORT (AUTOMOTIVE CAMERA TO USE AS PARKING ASSIST SYSTEM) (FOR OEM SUPPLY) ,GP-KDE7F4SC,Panasonic
GP-KDE7E3SC CAMERA ASSY LANE WATCH (AUTOMOTIVE CAMERA TO USE AS PARKING ASSIST SYSTEM) (FOR OEM SUPPLY) ,GP-KDE7E3SC,Panasonic
FLEXACAM C3 CAMERA (12730533) [ACCESSORIES FOR MICROSCOPE] ,FLEXACAM C3,Leica
FLEXACAM C3 CAMERA (12730533) [ACCESSORIES FOR MICROSCOPE] ,FLEXACAM C3,Leica
"OPTICS UNIT ASSY (NL) (WU), S,A-2185-873-B,VPL-PHZ12 (PARTSFOR PROJECTOR) ","S,A-2185-872-B,VPL-PHZ12PARTS",Sony
Lumix Digital Camera ,Lumix,Panasonic
N5409160 CH-S200-XZ-EB HD 3COMS CAMERA HEAD (CAMERA FOR ENDOSCOPIC EQUIPMENT) ,CH-S200-XZ-EB,Olympus
RF100-400mm Lens ,RF100-400 mm,Canon
EF-S 55-250 Camera Lens ,EF-S 55-250,Canon
AF ZOOM LENS B070X 17-70MM F/2. 8 DI III-A VC RXD FOR FUJIFILM X (APS-C) W/HOOD (LENS FOR DSLR CAMERA) (BRAND - TAMRON) ,B070X 17-70 mm,Tamron
AF ZOOM LENS A063S 28-75MM F/2.8 DI III VXD G2 FOR SONY E W/HOOD (LENS FOR DSLR CAMERA) (BRAND - TAMRON) ,A063S 28-75 mm,Tamron
Lumix Camera Lens ,Lumix,Panasonic
5736C003AA XA 70 (EU) - ID0166(BIS- R-41192481) ,XA 70,Canon
AF ZOOM LENS A032N SP 24-70MM F/2. 8 DI VC USD G2 FOR NIKON W/HOOD & POUCH (LENS FOR DSLR CAMERA) (BRAND-TAMRON) ,A032E SP 24-70 mm,Tamron
AF ZOOM LENS A063S 28-75MM F/2.8 DI III VXD G2 FOR SONY E W/HOOD (LENS FOR DSLR CAMERA) (BRAND - TAMRON) ,A063S 28-75 mm,Tamron
AF ZOOM LENS A057S 150-500MM F/5-6.7 DI III VC VXD FOR SONY FE W/HOOD & TRIPOD BASE (LENS FOR DSLR CAMERA)(BRAND-TAMRON ,A057S 150-500 mm,Tamron
AF ZOOM LENS A063S 28-75MM F/2.8 DI III VXD G2 FOR SONY E W/HOOD (LENS FOR DSLR CAMERA) (BRAND - TAMRON) ,A063S 28-75 mm,Tamron
AF ZOOM LENS A046SF 17-28MM F/2. 8 DI III RXD FOR SONY FE W/HOOD (LENS FOR DSLR CAMERA) (BRAND-TAMRON) ,A046SF 17-28 mm,Tamron
5733C003AA XA 60 (EU) - ID0162(BIS- R-41192481) ,XA 60,Canon
AF ZOOM LENS B070S 17-70MM F/2. 8 DI III-A VC RXD FOR SONY E W/HOOD (LENS FOR DSLR CAMERA) (BRAND - TAMRON) ,B070S 17-70 mm,Tamron
AF ZOOM LENS B070S 17-70MM F/2. 8 DI III-A VC RXD FOR SONY E W/HOOD (LENS FOR DSLR CAMERA) (BRAND - TAMRON) ,B070S 17-70 mm,Tamron
16759732 FUJIFILM DIGITAL CAMERA F X-T30 II B/1545 KIT CD (IMPORT LICENSE NO 21794 DATED 01.2.2021)(BIS R-41204595) ,X-T30 II,Fujifilm
1ST LENS GROUP UNIT (1B101-012) ,1B101,Nikon
16759768 FUJIFILM DIGITAL CAMERA F X-T30 II S1545 KIT CD(LICENSE NO. TA-SD-20201006973) (BIS R-41204595) ,X-T30 II,Fujifilm
1st LENS-G SLIDING FRAME UNIT (MF000671-0000) ,MF000671-0000,Nikon
LENS UNIT (0299-905C-00220) ,N/A,Nikon
16759768 FUJIFILM DIGITAL CAMERA F X-T30 II S/1545 KIT CD(LICENSE NO. TA-SD-20201006973) (BIS R-41204595) ,X-T30 II,Fujifilm
3-4G LENS GROUP UNIT (1C999-707) ,1C999-707,Nikon
JMA003DA LENS NIKKOR Z 50mm F/1.2 S (N1916) ,NIKKOR Z 50 mm,Nikon
LENS UNIT (122VA-A0D00L) ,122VA-A0D00L,Nikon
G5G6LENS-G UNIT (JMA30151-0034) ,JMA30151-0034,Nikon
DC-S5M2KGK DIGITAL CAMERA PANASONIC (SAMPLE PURPOSE) ,DC-S5M2KGW,Panasonic
5TH LENS GROUP UNIT (1B101-015) ,1B101-015,Nikon
4th LENS GROUP UNIT (1C999-540) ,1C999,Nikon
1st LENS-G UNIT (120H3) ,120H3,Nikon
FOCUS LENS UNIT(G14G15) (13A3N) ,G14G15,Nikon
4th-VR LENS-G UNIT (120ER) ,120ER,Nikon
3rd-4th LENS-G UNIT (129F6) ,129F6,Nikon
0158T058 L322 (MT SAMPLE) ,L322,Canon
LENS NIKKOR Z 50MM F/1.8 S WW N1715 (JMA001DA) (LENS FOR DIGITAL STILL IMAGE VIDEO CAMERA) ,NIKKOR Z 50 mm,Nikon
3rd-4th LENS-G UNIT (129F6) ,129F6,Nikon
3rd-4th LENS-G UNIT (11V1D) ,11V1D,Nikon
2nd LENS-G UNIT (1146F) ,1146F,Nikon
0158T009 L321 LENS (MT SAMPLE) ,L321,Canon
16759732 FUJIFILM DIGITAL CAMERA F X-T30 II B/1545 KIT CD (IMPORT LICENSE NO 21794 DATED 01.2.2021)(BIS R-41204595) ,X-T30 II,Fujifilm
5th LENS GROUP UNIT (1C999-542) ,1C999,Nikon
3-4G LENS GROUP UNIT (1C999-707) ,1C999-707,Nikon
1st LENS-G UNIT (120H3) ,120H3,Nikon
1st LENS-G SLIDING FRAME UNIT (MF000671-0000) ,MF000671-0000,Nikon
6473A002AA EF75-300mm f/4-5.6 III LENS ,EF75-300 mm,Canon
3rd LENS-G UNIT (12M21) ,G Unit 12M21,Nikon
4th-VR LENS-G UNIT (120ER) ,120ER,Nikon
