slno,Date,HS Code,Product Description,Consignee Name,Shipper Name,Consignee Address 1 ,Consignee Address 2,Shipper Address1 ,Shipper Address 2 ,Standard Qty,Standard Unit,Standard Unit Rate $,Tax %,Estimated CIF Value $,Unit Rate $,Port of Destination,Country of Origin,QTY,Unit,Rate In FC,Rate Currency,Tax $,Landed Value $,Month,HS2,HS4,Consignee City,Consignee Pincode,Consignee State,Consignee Phone,Consignee E-mail,Contact Person,Shipper City,Shipper Country,Notify Party,BL TYP,Shipment Mode,Port Of Origin,HS Description,Raw Consignee Name,Raw Shipper Name,Raw Consignee Add1,Raw Consignee Add2,Raw Shipper Address1,Raw Shipper Address2,Raw Consignee City,Raw Consignee Pincode,Raw Consignee State,Raw Consignee Phone,Raw Consignee E-mail,Record Id
550,21-06-2023,85258900,V0K040UN DIGITAL CAMERA Z5 BK IN 24-70 BK KITN1933REGN NO.ETA-SD-20200603441 DT. 25.06.20DIGITAL STILL IMAGE VIDEO,NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,24,NOS,1005.552,18.00000199,24133.24,1005.55,Delhi Air,Thailand,24,NOS,82982.22,INR,4343.98,28477.22,Jun-2023,85,8525,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,SAJJAN KUMAR,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,43840545
551,21-06-2023,85258900,V0A040BN DIGITAL CAMERA Z5 BK IN N1933REGN NO.ETA-SD-20200603441 DT. 25.06.20DIGITAL STILL IMAGE VIDEO CAMERA,NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,24,NOS,755.478,17.99999704,18131.48,755.48,Delhi Air,Thailand,24,NOS,62345.17,INR,3263.67,21395.15,Jun-2023,85,8525,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,SAJJAN KUMAR,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,43840542
552,21-06-2023,85258900,"DC-S5M2XGW DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKEDWITH  EQUIP.  BIS NO: R-41203602 ""PANASONIC"" BRAND",PANASONIC LIFE SOLUTIONS INDIA PRIVATE LIMITED,PANASONIC OPERATIONAL EXCELLENCE CO LTD,"3RD FLOOR B WING I THINK,TECHNO CA MPUS POKHRAN RD NO 2",NA,"Kadoma - Shi, Osaka 1006, Oaza Kado ma Japan,Osaka PAY TO: Panasonic As ia Pacific Pte. Ltd 300 Beach Road Singapore",NA,50,NOS,1030.468,18.00000008,51523.42,1030.47,Delhi Air,China,50,NOS,1026.24,USD,9274.21,60797.63,Jun-2023,85,8525,THANE,400607,MAHARASHTRA,NA,gururaj.naik@anchor-world.com,VIVEK SHARMA                       ,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",PANASONIC LIFE SOLUTIONS INDIA PRIVATE LIMITED,PANASONIC OPERATIONAL EXCELLENCE CO LTD,"3RD FLOOR B WING I THINK,TECHNO CA MPUS POKHRAN RD NO 2",NA,KADOMA SHI OSAKA 1006 OAZA KADOMA - JAPAN - OSAKA PAY TO: PANASONIC AS IA PACIFIC PTE.LTD 300 BEACH ROAD # Singapore,NA,THANE,400607,MAHARASHTRA,NA,gururaj.naik@anchor-world.com,43279374
553,21-06-2023,85258900,"DC-S5M2GW DIGITAL STILL CAMERA LITHIUM ION BATTERIES PACKEDWITH  EQUIP.  BIS NO: R-41203602 ""PANASONIC"" BRAND",PANASONIC LIFE SOLUTIONS INDIA PRIVATE LIMITED,PANASONIC OPERATIONAL EXCELLENCE CO LTD,"3RD FLOOR B WING I THINK,TECHNO CA MPUS POKHRAN RD NO 2",NA,"Kadoma - Shi, Osaka 1006, Oaza Kado ma Japan,Osaka PAY TO: Panasonic As ia Pacific Pte. Ltd 300 Beach Road Singapore",NA,22,NOS,938.792,17.99999869,20653.43,938.79,Delhi Air,China,22,NOS,934.94,USD,3717.61,24371.04,Jun-2023,85,8525,THANE,400607,MAHARASHTRA,NA,gururaj.naik@anchor-world.com,VIVEK SHARMA                       ,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",PANASONIC LIFE SOLUTIONS INDIA PRIVATE LIMITED,PANASONIC OPERATIONAL EXCELLENCE CO LTD,"3RD FLOOR B WING I THINK,TECHNO CA MPUS POKHRAN RD NO 2",NA,KADOMA SHI OSAKA 1006 OAZA KADOMA - JAPAN - OSAKA PAY TO: PANASONIC AS IA PACIFIC PTE.LTD 300 BEACH ROAD # Singapore,NA,THANE,400607,MAHARASHTRA,NA,gururaj.naik@anchor-world.com,43279373
554,21-06-2023,85258900,V0A050GN DIGITAL CAMERA Z 50 BK IN N1912ETA-SD-20190804023 DT 22.08-19DIGITAL STILL IMAGE VIDEO CAMERA,NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,192,NOS,518.569,17.99999965,99565.18,518.57,Delhi Air,Thailand,192,NOS,42794.4,INR,17921.73,117486.91,Jun-2023,85,8525,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,SAJJAN KUMAR,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,43840543
555,21-06-2023,85258900,VBK510NN DIGITAL CAMERA D7500 BK IN 18-140VR KITN1610LIC.NO:22595 dt. 20-03-23BIS R-41196436 DIGITAL STILL IMAGE V,NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,48,NOS,531.326,17.99999821,25503.67,531.33,Delhi Air,Thailand,48,NOS,43847.22,INR,4590.65,30094.32,Jun-2023,85,8525,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,SAJJAN KUMAR,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,43840544
556,22-06-2023,85258900,N5409160 CH-S200-XZ-EB HD 3CMOS CAMERA HEAD CAMERA FOR ENDOSCOPIC  EQUIP. ,OLYMPUS MEDICAL SYSTEMS INDIA PRIVATE LIMITED,OLYMPUS CORPORATION,"GROUND FLOOR, TOWER - C, SAS TOWER ,THE MEDICITY COMPLEX, SECTOR - 38 ,",NA,"SHINJUKU MONOLITH,NISHI-SHINJUKU 2-CHOME,SHINJUKU-KU, TOKYO 163-0914, JAPAN JAPAN",NA,7,NOS,3473.853,17.99999912,24316.97,3473.85,Delhi Air,Japan,7,PCS,287651,INR,4377.05,28694.02,Jun-2023,85,8525,GURGAON,122001,HARYANA,NA,kuldeep1.singh@olympus-ap.com,MOTOKI  INOUE,NA,NA,NA,EB,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",OLYMPUS MEDICAL SYSTEMS INDIA PRIVATE LIMITED,OLYMPUS CORPORATION,"GROUND FLOOR, TOWER - C, SAS TOWER ,THE MEDICITY COMPLEX, SECTOR - 38 ,",NA,"SHINJUKU MONOLITH,NISHI-SHINJUKU 2-CHOME,SHINJUKU-KU, TOKYO 163-0914, JAPAN JAPAN",NA,GURGAON,122001,HARYANA,NA,kuldeep1.singh@olympus-ap.com,43157483
557,22-06-2023,85258900,N5409160 CH-S200-XZ-EB HD 3CMOS CAMERA HEAD CAMERA FOR ENDOSCOPIC  EQUIP. ,OLYMPUS MEDICAL SYSTEMS INDIA PRIVATE LIMITED,OLYMPUS CORPORATION,"GROUND FLOOR, TOWER - C, SAS TOWER ,THE MEDICITY COMPLEX, SECTOR - 38 ,",NA,"SHINJUKU MONOLITH,NISHI-SHINJUKU 2-CHOME,SHINJUKU-KU, TOKYO 163-0914, JAPAN JAPAN",NA,2,NOS,3473.855,18.00000415,6947.71,3473.86,Delhi Air,Japan,2,PCS,287651,INR,1250.58,8198.29,Jun-2023,85,8525,GURGAON,122001,HARYANA,NA,kuldeep1.singh@olympus-ap.com,MOTOKI  INOUE,NA,NA,NA,EB,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",OLYMPUS MEDICAL SYSTEMS INDIA PRIVATE LIMITED,OLYMPUS CORPORATION,"GROUND FLOOR, TOWER - C, SAS TOWER ,THE MEDICITY COMPLEX, SECTOR - 38 ,",NA,"SHINJUKU MONOLITH,NISHI-SHINJUKU 2-CHOME,SHINJUKU-KU, TOKYO 163-0914, JAPAN JAPAN",NA,GURGAON,122001,HARYANA,NA,kuldeep1.singh@olympus-ap.com,43157485
558,22-06-2023,85258900,"GL185000, CCD U PAL FOR FOR ENDOSCOPE  EQUIP.  FOR MEDICAL  EQUIP. ",OLYMPUS MEDICAL SYSTEMS INDIA PRIVATE LIMITED,OLYMPUS CORPORATION,"GROUND FLOOR, TOWER - C, SAS TOWER ,THE MEDICITY COMPLEX, SECTOR - 38 ,",NA,"SHINJUKU MONOLITH,3-1 NISHI-SHINJUKU 2-CHOME,SHINJUKU-KU,TOKYO  JAPAN",NA,1,NOS,346.34,30.98030771,346.34,346.34,Delhi Air,Japan,1,NOS,28988.9,INR,107.3,453.64,Jun-2023,85,8525,GURGAON,122001,HARYANA,NA,kuldeep1.singh@olympus-ap.com,MOTOKI  INOUE,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",OLYMPUS MEDICAL SYSTEMS INDIA PRIVATE LIMITED,OLYMPUS CORPORATION,"GROUND FLOOR, TOWER - C, SAS TOWER ,THE MEDICITY COMPLEX, SECTOR - 38 ,",NA,"SHINJUKU MONOLITH,3-1 NISHI-SHINJUKU 2-CHOME,SHINJUKU-KU,TOKYO  JAPAN",NA,GURGAON,122001,HARYANA,NA,kuldeep1.singh@olympus-ap.com,43339604
559,22-06-2023,85258900,N5409160 CH-S200-XZ-EB HD 3CMOS CAMERA HEAD CAMERA FOR ENDOSCOPIC  EQUIP. ,OLYMPUS MEDICAL SYSTEMS INDIA PRIVATE LIMITED,OLYMPUS CORPORATION,"GROUND FLOOR, TOWER - C, SAS TOWER ,THE MEDICITY COMPLEX, SECTOR - 38 ,",NA,"SHINJUKU MONOLITH,NISHI-SHINJUKU 2-CHOME,SHINJUKU-KU, TOKYO 163-0914, JAPAN JAPAN",NA,7,NOS,3473.853,17.99999912,24316.97,3473.85,Delhi Air,Japan,7,PCS,287651,INR,4377.05,28694.02,Jun-2023,85,8525,GURGAON,122001,HARYANA,NA,kuldeep1.singh@olympus-ap.com,MOTOKI  INOUE,NA,NA,NA,EB,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",OLYMPUS MEDICAL SYSTEMS INDIA PRIVATE LIMITED,OLYMPUS CORPORATION,"GROUND FLOOR, TOWER - C, SAS TOWER ,THE MEDICITY COMPLEX, SECTOR - 38 ,",NA,"SHINJUKU MONOLITH,NISHI-SHINJUKU 2-CHOME,SHINJUKU-KU, TOKYO 163-0914, JAPAN JAPAN",NA,GURGAON,122001,HARYANA,NA,kuldeep1.singh@olympus-ap.com,43157484
560,23-06-2023,90021100,JMA721DA LENS NIKKOR Z 70-180MM F/2.8 WW N2210,NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,24,NOS,689.487,30.98000117,16547.68,689.49,Delhi Air,China,24,NOS,57101.1,INR,5126.47,21674.15,Jun-2023,90,9002,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,SAJJAN KUMAR,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,43125289
561,23-06-2023,90021100,LENS NIKKOR Z DX 12-28MM F/3.5-5.6 PZ VR WW N2136 JMA719DA LENS FOR DIGITAL STILL IMAGE VIDEO CAMERA,NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,108,NOS,165.245,18.00000119,17846.51,165.25,Delhi Air,Thailand,108,NOS,13555.5,INR,3212.37,21058.88,Jun-2023,90,9002,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,SAJJAN KUMAR,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,43944739
562,23-06-2023,90021100,G7G8 LENS-G UNIT 134WC,NIKON INDIA PRIVATE LIMITED,NIKON SINGAPORE PTE LTD,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"18 TAI SENG STREET, #04-08, 18 TAI SENG, SINGAPORE 539775, Singapore SDNF Singapore",NA,1,NOS,21.77,30.97937781,21.77,21.77,Delhi Air,Thailand,1,NOS,21.78,USD,6.73,28.5,Jun-2023,90,9002,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,SAJJAN KUMAR,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",NIKON INDIA PRIVATE LIMITED,NIKON SINGAPORE PTE LTD,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"18 TAI SENG STREET, #04-08, 18 TAI SENG, SINGAPORE 539775, Singapore SDNF Singapore",NA,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,43214919
563,23-06-2023,90021100,SIGMA LENSES AF 14MM F/1.4 DG DN A F/L-MOUNT CAMERA LENSES,SHETALA AGENCIES PVT LTD,SIGMA CORPORATION,"NO.111,MOUNT VIEW AOARTMENTS. NO.111,MOUNT RD. GUINDY , -",NA,"2-4-16 KURIKI, ASAO-KU,  KAWASAKI-S HI, KANAGAWA, 215-8530   JAPAN SDNF JAPAN",NA,2,NOS,893.665,18.00000363,1787.33,893.67,Madras Air,Japan,2,NOS,887,USD,315.91,2103.24,Jun-2023,90,9002,CHENNAI,600032,TAMIL NADU,NA,shetala@giasmd01.vsnl.net.in,GOPAL SESHAN,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SHETALA AGENCIES PVT LTD,SIGMA CORPORATION,"NO.111,MOUNT VIEW AOARTMENTS. NO.111,MOUNT RD. GUINDY , -",NA,"2-4-16 KURIKI, ASAO-KU,  KAWASAKI-S HI, KANAGAWA, 215-8530   JAPAN SDNF JAPAN",NA,CHENNAI,600032,TAMIL NADU,NA,shetala@giasmd01.vsnl.net.in,44292734
564,23-06-2023,90021100,SIGMA LENSES AF 85MM F/1.4 DG HSM A F/CANONCAMERA LENSES,SHETALA AGENCIES PVT LTD,SIGMA CORPORATION,"NO.111,MOUNT VIEW AOARTMENTS. NO.111,MOUNT RD. GUINDY , -",NA,"2-4-16 KURIKI, ASAO-KU,  KAWASAKI-S HI, KANAGAWA, 215-8530   JAPAN SDNF JAPAN",NA,60,NOS,652.868,18.00000144,39172.08,652.87,Madras Air,Japan,60,NOS,648,USD,7050.98,46223.06,Jun-2023,90,9002,CHENNAI,600032,TAMIL NADU,NA,shetala@giasmd01.vsnl.net.in,GOPAL SESHAN,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SHETALA AGENCIES PVT LTD,SIGMA CORPORATION,"NO.111,MOUNT VIEW AOARTMENTS. NO.111,MOUNT RD. GUINDY , -",NA,"2-4-16 KURIKI, ASAO-KU,  KAWASAKI-S HI, KANAGAWA, 215-8530   JAPAN SDNF JAPAN",NA,CHENNAI,600032,TAMIL NADU,NA,shetala@giasmd01.vsnl.net.in,44292730
565,23-06-2023,85258900,MQA18000 DS-FI3 MICROSCOPE CAMERABIS NO. R-41202568  SPARE PARTS / ACCESSORIES / COMPONENT  FOR BIOLOGICAL MICROSCOPE,NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,1,NOS,1291.33,18.00004113,1291.33,1291.33,Delhi Air,China,1,NOS,104575.63,INR,228.25,1519.58,Jun-2023,85,8525,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,SAJJAN KUMAR,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,44256541
566,23-06-2023,90021100,SIGMA LENSES AF 30MM F/1.4 DC DN C F/CANON EF-M CAMERA LENSES,SHETALA AGENCIES PVT LTD,SIGMA CORPORATION,"NO.111,MOUNT VIEW AOARTMENTS. NO.111,MOUNT RD. GUINDY , -",NA,"2-4-16 KURIKI, ASAO-KU,  KAWASAKI-S HI, KANAGAWA, 215-8530   JAPAN SDNF JAPAN",NA,10,NOS,180.345,18.00002719,1803.45,180.35,Madras Air,Japan,10,NOS,179,USD,318.76,2122.21,Jun-2023,90,9002,CHENNAI,600032,TAMIL NADU,NA,shetala@giasmd01.vsnl.net.in,GOPAL SESHAN,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SHETALA AGENCIES PVT LTD,SIGMA CORPORATION,"NO.111,MOUNT VIEW AOARTMENTS. NO.111,MOUNT RD. GUINDY , -",NA,"2-4-16 KURIKI, ASAO-KU,  KAWASAKI-S HI, KANAGAWA, 215-8530   JAPAN SDNF JAPAN",NA,CHENNAI,600032,TAMIL NADU,NA,shetala@giasmd01.vsnl.net.in,44292738
567,23-06-2023,90021100,LENS NIKKOR Z 50MM F/1.8 S WW N1715 JMA001DA LENS FOR DIGITAL STILL IMAGE VIDEO CAMERA,NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,24,NOS,288.625,18.00000326,6926.99,288.62,Delhi Air,Thailand,24,NOS,23676.6,INR,1246.86,8173.85,Jun-2023,90,9002,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,SAJJAN KUMAR,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",NIKON INDIA PRIVATE LIMITED,NIKON CORPORATION,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"SHINAGAWA INTERCITY TOWER C, 2-15-3KONAN, MINATO-KU, TOKYO 108-6290JAPAN  JAPAN",NA,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,43944740
568,23-06-2023,90021100,3rd-4th LENS-G UNIT 129F6,NIKON INDIA PRIVATE LIMITED,NIKON SINGAPORE PTE LTD,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"18 TAI SENG STREET, #04-08, 18 TAI SENG, SINGAPORE 539775, Singapore SDNF Singapore",NA,19,NOS,35.995,30.98001616,683.91,36,Delhi Air,Thailand,19,NOS,36.12,USD,211.88,895.79,Jun-2023,90,9002,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,SAJJAN KUMAR,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",NIKON INDIA PRIVATE LIMITED,NIKON SINGAPORE PTE LTD,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"18 TAI SENG STREET, #04-08, 18 TAI SENG, SINGAPORE 539775, Singapore SDNF Singapore",NA,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,43935988
569,23-06-2023,90021100,LENS UNIT 11Y8B-A04M44,NIKON INDIA PRIVATE LIMITED,NIKON SINGAPORE PTE LTD,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"18 TAI SENG STREET, #04-08, 18 TAI SENG, SINGAPORE 539775, Singapore SDNF Singapore",NA,1,NOS,45.48,30.97911115,45.48,45.48,Delhi Air,Thailand,1,NOS,45.52,USD,14.09,59.57,Jun-2023,90,9002,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,SAJJAN KUMAR,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",NIKON INDIA PRIVATE LIMITED,NIKON SINGAPORE PTE LTD,"PLOT NO.71, OFFICE BAY SECTOR-32,I NSTITUTIONAL AREA, ,",NA,"18 TAI SENG STREET, #04-08, 18 TAI SENG, SINGAPORE 539775, Singapore SDNF Singapore",NA,GURGAON,122001,HARYANA,NA,nilakantha.das@nikon.com,43205677
